Year,Month,Tier,Name,Author name,Deck link,Deck list
2015,12,1,Abzan Midrange,Adam Yurchick,https://www.mtgtop8.com/event?e=11115&d=263204&f=ST,"2 Canopy Vista
4 Flooded Strand
2 Forest
2 Llanowar Wastes
2 Plains
4 Shambling Vent
1 Smoldering Marsh
1 Sunken Hollow
4 Windswept Heath
4 Wooded Foothills
4 Anafenza, the Foremost
4 Den Protector
2 Heir of the Wilds
4 Siege Rhino
4 Warden of the First Tree
2 Wingmate Roc
4 Abzan Charm
2 Dromoka's Command
2 Murderous Cut
4 Gideon, Ally of Zendikar
2 Silkwrap
Sideboard
1 Wingmate Roc
1 Silkwrap
3 Duress
1 Painful Truths
2 Rising Miasma
3 Self-Inflicted Wound
2 Transgress the Mind
2 Ultimate Price
"
2015,12,2,Jeskai Midrange,Stephen Murray,https://www.mtgtop8.com/event?e=11115&d=263207&f=ST,"4 Battlefield Forge
2 Island
2 Mountain
4 Mystic Monastery
3 Plains
4 Polluted Delta
2 Prairie Stream
3 Shivan Reef
1 Smoldering Marsh
2 Hidden Dragonslayer
3 Jace, Vryn's Prodigy
4 Mantis Rider
4 Seeker of the Way
3 Soulfire Grand Master
2 Exquisite Firecraft
2 Hordeling Outburst
3 Jeskai Charm
2 Ojutai's Command
1 Secure the Wastes
2 Treasure Cruise
3 Wild Slash
1 Citadel Siege
2 Gideon, Ally of Zendikar
1 Sarkhan, the Dragonspeaker
Sideboard
1 Arashin Cleric
2 Arc Lightning
3 Disdainful Stroke
2 Dispel
1 Exert Influence
1 Felidar Cub
2 Mastery of the Unseen
1 Outpost Siege
1 Radiant Flames
1 Valorous Stance
"
2015,12,2,Red Deck Wins,Hichem Tedjditi,https://www.mtgtop8.com/event?e=11115&d=263205&f=ST,"4 Bloodstained Mire
2 Cinder Glade
1 Forest
8 Mountain
2 Windswept Heath
4 Wooded Foothills
4 Abbot of Keral Keep
2 Lightning Berserker
4 Monastery Swiftspear
4 Zurgo Bellstriker
4 Atarka's Command
3 Become Immense
4 Dragon Fodder
3 Hordeling Outburst
3 Temur Battle Rage
4 Titan's Strength
4 Wild Slash
Sideboard
1 Hordeling Outburst
1 Arc Lightning
1 Boiling Earth
2 Chandra, Fire of Kaladesh
3 Fiery Impulse
1 Outpost Siege
3 Rending Volley
3 Roast
"
2015,12,2,Esper Dragons,Yuuya Watanabe,https://www.mtgtop8.com/event?e=11115&d=263206&f=ST,"4 Flooded Strand
1 Haven of the Spirit Dragon
6 Island
1 Plains
4 Polluted Delta
3 Prairie Stream
3 Shambling Vent
3 Sunken Hollow
2 Swamp
4 Dragonlord Ojutai
2 Dragonlord Silumgar
4 Jace, Vryn's Prodigy
1 Clash of Wills
1 Crux of Fate
4 Dig Through Time
2 Duress
3 Foul-Tongue Invocation
1 Painful Truths
1 Scatter to the Winds
4 Silumgar's Scorn
3 Ultimate Price
2 Utter End
1 Silkwrap
Sideboard
2 Duress
1 Painful Truths
4 Arashin Cleric
2 Disdainful Stroke
2 Gideon, Ally of Zendikar
3 Monastery Mentor
1 Tasigur, the Golden Fang
"
2015,12,3,Simic Ramp,Pavel Matousek,https://www.mtgtop8.com/event?e=11115&d=263209&f=ST,"8 Forest
3 Island
4 Lumbering Falls
1 Prairie Stream
4 Shrine of the Forsaken Gods
3 Windswept Heath
4 Leaf Gilder
2 Nissa, Vastwood Seer
4 Rattleclaw Mystic
4 Ulamog, the Ceaseless Hunger
2 Dig Through Time
4 Explosive Vegetation
3 Nissa's Pilgrimage
4 Nissa's Renewal
4 Part the Waterveil
2 Kiora, Master of the Depths
4 Ugin, the Spirit Dragon
Sideboard
2 Conduit of Ruin
3 Dispel
4 Jaddi Offshoot
1 Sanctum of Ugin
1 Void Winnower
4 Winds of Qal Sisma
"
2015,12,3,Selesnya Aggro,Joshua Tsuda,https://www.mtgtop8.com/event?e=11115&d=263208&f=ST,"3 Canopy Vista
4 Flooded Strand
6 Forest
4 Plains
4 Windswept Heath
4 Wooded Foothills
4 Avatar of the Resolute
4 Deathmist Raptor
4 Den Protector
4 Hangarback Walker
2 Nissa, Vastwood Seer
2 Warden of the First Tree
2 Wingmate Roc
4 Dromoka's Command
4 Gideon, Ally of Zendikar
3 Silkwrap
2 Stasis Snare
Sideboard
1 Silkwrap
2 Become Immense
1 Dragonlord Dromoka
2 Hallowed Moonlight
2 Mastery of the Unseen
1 Quarantine Field
3 Surge of Righteousness
3 Valorous Stance
"
2015,12,3,Mardu Aggro,Fiala Ibitz,https://www.mtgtop8.com/event?e=11115&d=263211&f=ST,"4 Battlefield Forge
2 Bloodstained Mire
2 Caves of Koilos
1 Evolving Wilds
4 Mountain
4 Nomad Outpost
2 Plains
3 Shambling Vent
1 Smoldering Marsh
2 Swamp
4 Abbot of Keral Keep
2 Hangarback Walker
3 Pia and Kiran Nalaar
4 Seeker of the Way
2 Soulfire Grand Master
4 Crackling Doom
2 Duress
4 Kolaghan's Command
2 Murderous Cut
1 Painful Truths
4 Wild Slash
1 Ob Nixilis Reignited
2 Sarkhan, the Dragonspeaker
Sideboard
1 Painful Truths
3 Arc Lightning
2 Mastery of the Unseen
1 Rending Volley
3 Self-Inflicted Wound
4 Transgress the Mind
1 Ultimate Price
"
2015,12,3,Dark Jeskai,Hasegawa Akira,https://www.mtgtop8.com/event?e=11115&d=263210&f=ST,"4 Bloodstained Mire
4 Flooded Strand
1 Island
2 Mountain
4 Mystic Monastery
1 Plains
4 Polluted Delta
2 Prairie Stream
1 Smoldering Marsh
2 Sunken Hollow
1 Swamp
1 Dragonmaster Outcast
4 Jace, Vryn's Prodigy
4 Mantis Rider
2 Soulfire Grand Master
3 Tasigur, the Golden Fang
4 Crackling Doom
2 Dig Through Time
4 Fiery Impulse
2 Kolaghan's Command
2 Negate
3 Ojutai's Command
1 Roast
1 Utter End
1 Sarkhan, the Dragonspeaker
Sideboard
2 Roast
2 Arashin Cleric
1 Dispel
2 Duress
1 Felidar Cub
2 Infinite Obliteration
1 Painful Truths
1 Radiant Flames
2 Transgress the Mind
1 Ultimate Price
"
2015,11,1,Abzan Midrange,Bart Van Etten,https://www.mtgtop8.com/event?e=10932&d=262299&f=ST,"3 Gideon, Ally of Zendikar
1 Murderous Cut
4 Dromoka's Command
4 Abzan Charm
2 Wingmate Roc
4 Warden of the First Tree
4 Siege Rhino
4 Heir of the Wilds
4 Den Protector
4 Anafenza, the Foremost
4 Wooded Foothills
4 Windswept Heath
1 Sunken Hollow
1 Smoldering Marsh
4 Shambling Vent
2 Plains
2 Llanowar Wastes
2 Forest
4 Flooded Strand
2 Canopy Vista
Sideboard
2 Ultimate Price
3 Transgress the Mind
1 Tragic Arrogance
2 Tasigur, the Golden Fang
3 Silkwrap
2 Self-Inflicted Wound
2 Duress
"
2015,11,2,Esper Control,Lukas Blohon,https://www.mtgtop8.com/event?e=10932&d=262301&f=ST,"1 Clash of Wills
3 Jace, Vryn's Prodigy
2 Dragonlord Silumgar
4 Dragonlord Ojutai
2 Swamp
4 Sunken Hollow
1 Shambling Vent
2 Prairie Stream
4 Polluted Delta
6 Island
2 Haven of the Spirit Dragon
4 Flooded Strand
2 Bloodstained Mire
2 Utter End
2 Ultimate Price
4 Silumgar's Scorn
2 Scatter to the Winds
1 Ojutai's Command
1 Murderous Cut
3 Foul-Tongue Invocation
2 Duress
4 Dig Through Time
1 Crux of Fate
1 Complete Disregard
Sideboard
1 Virulent Plague
2 Tasigur, the Golden Fang
1 Surge of Righteousness
2 Negate
1 Infinite Obliteration
1 Horribly Awry
2 Dragonlord's Prerogative
3 Arashin Cleric
1 Ultimate Price
1 Duress
"
2015,11,2,Dark Jeskai,Niccolo Bellini,https://www.mtgtop8.com/event?e=10932&d=262302&f=ST,"4 Mantis Rider
4 Jace, Vryn's Prodigy
1 Dragonmaster Outcast
1 Swamp
2 Sunken Hollow
1 Smoldering Marsh
2 Prairie Stream
4 Polluted Delta
1 Plains
4 Mystic Monastery
2 Mountain
1 Island
4 Flooded Strand
4 Bloodstained Mire
2 Soulfire Grand Master
2 Tasigur, the Golden Fang
4 Crackling Doom
2 Dig Through Time
2 Disdainful Stroke
3 Fiery Impulse
1 Jeskai Charm
2 Kolaghan's Command
1 Negate
3 Ojutai's Command
1 Utter End
2 Wild Slash
Sideboard
1 Dragonmaster Outcast
1 Disdainful Stroke
2 Arashin Cleric
1 Dispel
2 Duress
2 Exert Influence
1 Felidar Cub
1 Painful Truths
2 Radiant Flames
2 Self-Inflicted Wound
"
2015,11,3,Selesnya Aggro,Joshua Tsuda,https://www.mtgtop8.com/event?e=10932&d=262306&f=ST,"4 Dromoka's Command
2 Wingmate Roc
2 Warden of the First Tree
2 Nissa, Vastwood Seer
4 Hangarback Walker
4 Den Protector
4 Deathmist Raptor
4 Avatar of the Resolute
4 Wooded Foothills
4 Windswept Heath
4 Plains
6 Forest
4 Flooded Strand
3 Canopy Vista
2 Stasis Snare
3 Silkwrap
4 Gideon, Ally of Zendikar
Sideboard
3 Valorous Stance
3 Surge of Righteousness
1 Quarantine Field
2 Mastery of the Unseen
2 Hallowed Moonlight
1 Dragonlord Dromoka
2 Become Immense
1 Silkwrap
"
2015,11,3,Orzhov Control,"Raymond Perez, Jr.",https://www.mtgtop8.com/event?e=10932&d=262304&f=ST,"3 Caves of Koilos
4 Flooded Strand
4 Plains
4 Polluted Delta
2 Prairie Stream
1 Scoured Barrens
4 Shambling Vent
1 Sunken Hollow
3 Swamp
4 Hangarback Walker
4 Knight of the White Orchid
3 Wingmate Roc
3 Murderous Cut
2 Painful Truths
1 Ruinous Path
3 Secure the Wastes
1 Ultimate Price
2 Utter End
4 Gideon, Ally of Zendikar
1 Ob Nixilis Reignited
4 Silkwrap
2 Sorin, Solemn Visitor
Sideboard
1 Ultimate Price
2 Disdainful Stroke
2 Dispel
1 Dragonlord Silumgar
3 Duress
1 End Hostilities
1 Languish
1 Negate
3 Surge of Righteousness
"
2015,11,3,Abzan Rally,Simon Nielsen,https://www.mtgtop8.com/event?e=10932&d=262305&f=ST,"4 Rally the Ancestors
4 Collected Company
4 Grim Haruspex
4 Elvish Visionary
4 Jace, Vryn's Prodigy
4 Catacomb Sifter
4 Nantuko Husk
4 Zulaport Cutthroat
4 Sidisi's Faithful
1 Forest
1 Plains
1 Prairie Stream
1 Island
1 Swamp
2 Sunken Hollow
2 Canopy Vista
3 Evolving Wilds
4 Windswept Heath
4 Polluted Delta
4 Flooded Strand
Sideboard
4 Arashin Cleric
1 Valorous Stance
4 Murderous Cut
2 Abzan Ascendancy
2 Duress
2 Dispel
"
2015,11,3,Atarka Red,Antonio Castellani,https://www.mtgtop8.com/event?e=10932&d=262300&f=ST,"4 Titan's Strength
3 Temur Battle Rage
2 Hordeling Outburst
2 Fiery Impulse
4 Dragon Fodder
3 Become Immense
4 Atarka's Command
4 Zurgo Bellstriker
4 Monastery Swiftspear
2 Lightning Berserker
4 Abbot of Keral Keep
4 Wooded Foothills
2 Windswept Heath
8 Mountain
1 Forest
2 Cinder Glade
4 Bloodstained Mire
3 Wild Slash
Sideboard
2 Hordeling Outburst
2 Fiery Impulse
3 Roast
2 Rending Volley
2 Den Protector
3 Chandra, Fire of Kaladesh
1 Arc Lightning
"
2015,11,3,Gr Ramp,Tyler Barnett,https://www.mtgtop8.com/event?e=10932&d=262303&f=ST,"1 Blighted Woodland
14 Forest
1 Haven of the Spirit Dragon
1 Mountain
4 Sanctum of Ugin
4 Shrine of the Forsaken Gods
2 Dragonlord Atarka
3 Hangarback Walker
4 Rattleclaw Mystic
4 Ulamog, the Ceaseless Hunger
4 Explosive Vegetation
4 Map the Wastes
4 Nissa's Pilgrimage
4 Sylvan Scrying
2 Hedron Archive
4 Ugin, the Spirit Dragon
Sideboard
4 Jaddi Offshoot
2 Oblivion Sower
3 Rending Volley
2 Seismic Rupture
2 Whisperwood Elemental
2 Winds of Qal Sisma
"
2015,10,1,Abzan Midrange,Kazuyuki Takimura,https://www.mtgtop8.com/event?e=10721&d=261308&f=ST,"4 Shambling Vent
4 Flooded Strand
4 Windswept Heath
4 Wooded Foothills
2 Plains
2 Llanowar Wastes
2 Forest
2 Canopy Vista
1 Sunken Hollow
1 Smoldering Marsh
4 Warden of the First Tree
4 Siege Rhino
4 Den Protector
4 Anafenza, the Foremost
3 Hangarback Walker
2 Wingmate Roc
4 Dromoka's Command
4 Abzan Charm
1 Murderous Cut
4 Gideon, Ally of Zendikar
Sideboard
1 Wingmate Roc
1 Self-Inflicted Wound
3 Silkwrap
3 Transgress the Mind
2 Duress
2 Tasigur, the Golden Fang
1 Sorin, Solemn Visitor
2 Ultimate Price
"
2015,10,2,Jeskai,Mike Poor,https://www.mtgtop8.com/event?e=10721&d=261311&f=ST,"4 Polluted Delta
4 Bloodstained Mire
4 Flooded Strand
4 Mystic Monastery
2 Mountain
2 Prairie Stream
1 Island
1 Plains
1 Swamp
1 Nomad Outpost
1 Sunken Hollow
1 Smoldering Marsh
4 Jace, Vryn's Prodigy
4 Mantis Rider
3 Tasigur, the Golden Fang
2 Soulfire Grand Master
1 Dragonmaster Outcast
4 Crackling Doom
3 Ojutai's Command
3 Kolaghan's Command
2 Wild Slash
2 Dig Through Time
2 Dispel
2 Fiery Impulse
1 Utter End
1 Sarkhan, the Dragonspeaker
Sideboard
1 Dragonmaster Outcast
1 Roast
2 Exert Influence
2 Radiant Flames
3 Disdainful Stroke
3 Arashin Cleric
1 Felidar Cub
2 Duress
"
2015,10,2,Selesnya Megamorph,Ricky Chin,https://www.mtgtop8.com/event?e=10721&d=261314&f=ST,"6 Forest
5 Plains
4 Windswept Heath
4 Wooded Foothills
3 Flooded Strand
3 Canopy Vista
4 Warden of the First Tree
4 Hangarback Walker
4 Den Protector
4 Deathmist Raptor
3 Wingmate Roc
3 Nissa, Vastwood Seer
2 Hidden Dragonslayer
4 Dromoka's Command
1 Valorous Stance
4 Gideon, Ally of Zendikar
2 Silkwrap
Sideboard
2 Valorous Stance
3 Surge of Righteousness
1 Radiant Purge
1 Mastery of the Unseen
1 Gideon's Reproach
2 Evolutionary Leap
2 Whisperwood Elemental
1 Arashin Cleric
2 Tragic Arrogance
"
2015,10,2,Atarka Red,Paulo Victor Damo da Rosa,https://www.mtgtop8.com/event?e=10721&d=261309&f=ST,"8 Mountain
4 Bloodstained Mire
4 Wooded Foothills
2 Windswept Heath
2 Cinder Glade
1 Forest
4 Abbot of Keral Keep
4 Zurgo Bellstriker
4 Monastery Swiftspear
2 Lightning Berserker
4 Atarka's Command
4 Dragon Fodder
4 Titan's Strength
3 Wild Slash
3 Temur Battle Rage
3 Become Immense
2 Hordeling Outburst
2 Fiery Impulse
Sideboard
1 Lightning Berserker
2 Hordeling Outburst
2 Fiery Impulse
3 Chandra, Fire of Kaladesh
1 Boiling Earth
3 Rending Volley
3 Roast
"
2015,10,3,Oblivion Bant,Ben Stark,https://www.mtgtop8.com/event?e=10721&d=261307&f=ST,"4 Flooded Strand
4 Windswept Heath
4 Forest
4 Plains
2 Lumbering Falls
2 Prairie Stream
2 Canopy Vista
2 Wooded Foothills
1 Blighted Woodland
4 Nissa, Vastwood Seer
4 Hangarback Walker
3 Wingmate Roc
3 Elvish Visionary
3 Secure the Wastes
2 Dispel
1 Planar Outburst
4 Gideon, Ally of Zendikar
4 Retreat to Emeria
4 Silkwrap
2 Stasis Snare
1 Quarantine Field
Sideboard
3 Den Protector
2 Erase
1 Oblivion Sower
2 Valorous Stance
1 Negate
4 Surge of Righteousness
2 Evolutionary Leap
"
2015,10,3,Esper Dragons,Shota Yasooka,https://www.mtgtop8.com/event?e=10721&d=261312&f=ST,"5 Island
4 Flooded Strand
4 Polluted Delta
3 Shambling Vent
3 Sunken Hollow
2 Prairie Stream
2 Swamp
1 Windswept Heath
1 Plains
1 Haven of the Spirit Dragon
4 Dragonlord Ojutai
4 Jace, Vryn's Prodigy
2 Dragonlord Silumgar
4 Silumgar's Scorn
4 Dig Through Time
2 Ruinous Path
2 Utter End
2 Crux of Fate
2 Foul-Tongue Invocation
2 Clash of Wills
1 Disdainful Stroke
1 Scatter to the Winds
3 Silkwrap
1 Ob Nixilis Reignited
Sideboard
1 Disdainful Stroke
1 Ultimate Price
2 Monastery Mentor
2 Tasigur, the Golden Fang
3 Duress
3 Arashin Cleric
2 Surge of Righteousness
1 Languish
"
2015,10,3,Dark Jeskai,Jon Finkel,https://www.mtgtop8.com/event?e=10721&d=261310&f=ST,"4 Polluted Delta
4 Mystic Monastery
4 Flooded Strand
4 Bloodstained Mire
2 Prairie Stream
2 Mountain
1 Sunken Hollow
1 Smoldering Marsh
1 Swamp
1 Plains
1 Nomad Outpost
1 Island
4 Jace, Vryn's Prodigy
4 Mantis Rider
3 Tasigur, the Golden Fang
2 Soulfire Grand Master
1 Dragonmaster Outcast
4 Crackling Doom
3 Ojutai's Command
3 Kolaghan's Command
2 Fiery Impulse
2 Wild Slash
2 Dig Through Time
2 Dispel
1 Utter End
1 Sarkhan, the Dragonspeaker
Sideboard
1 Dragonmaster Outcast
2 Radiant Flames
2 Exert Influence
2 Duress
3 Disdainful Stroke
1 Felidar Cub
3 Arashin Cleric
1 Roast
"
2015,10,3,Bring to Light,Scott Lipp,https://www.mtgtop8.com/event?e=10721&d=261313&f=ST,"4 Flooded Strand
4 Polluted Delta
3 Bloodstained Mire
3 Forest
2 Windswept Heath
1 Wooded Foothills
1 Sunken Hollow
1 Shambling Vent
1 Cinder Glade
1 Lumbering Falls
1 Smoldering Marsh
1 Canopy Vista
1 Prairie Stream
1 Island
1 Swamp
1 Plains
4 Siege Rhino
4 Jace, Vryn's Prodigy
2 Nissa, Vastwood Seer
1 Whisperwood Elemental
1 Dragonlord Ojutai
1 Tasigur, the Golden Fang
4 Abzan Charm
4 Bring to Light
2 Complete Disregard
2 Murderous Cut
1 Languish
1 Crux of Fate
1 Foul Renewal
1 Silumgar's Command
1 Dispel
1 Utter End
2 Silkwrap
Sideboard
1 Whisperwood Elemental
1 Dispel
1 Infinite Obliteration
2 Surge of Righteousness
2 Disdainful Stroke
2 Duress
4 Radiant Flames
1 Feed the Clan
1 Ugin, the Spirit Dragon
"
2015,9,1,Abzan Midrange,Seth Manfield,https://www.mtgtop8.com/event?e=10489&d=260069&f=ST,"3 Elspeth, Sun's Champion
1 Ultimate Price
1 Bile Blight
1 Silence the Believers
1 Tragic Arrogance
2 Languish
3 Hero's Downfall
4 Thoughtseize
4 Abzan Charm
1 Tasigur, the Golden Fang
2 Nissa, Vastwood Seer
3 Den Protector
4 Courser of Kruphix
4 Siege Rhino
1 Urborg, Tomb of Yawgmoth
2 Plains
2 Llanowar Wastes
2 Caves of Koilos
3 Forest
4 Windswept Heath
4 Temple of Malady
4 Sandsteppe Citadel
4 Temple of Silence
Sideboard
1 Duress
2 Fleecemane Lion
1 Dromoka's Command
2 Drown in Sorrow
1 Sorin, Solemn Visitor
1 Ugin, the Spirit Dragon
1 Ajani, Mentor of Heroes
1 Unravel the Aether
2 Glare of Heresy
1 Ultimate Price
1 Bile Blight
1 Tragic Arrogance
"
2015,9,2,Gruul Deck Wins,Magnus Lantto,https://www.mtgtop8.com/event?e=10489&d=260070&f=ST,"1 Become Immense
4 Dragon Fodder
4 Hordeling Outburst
4 Atarka's Command
4 Stoke the Flames
4 Wild Slash
4 Lightning Strike
1 Goblin Rabblemaster
3 Zurgo Bellstriker
3 Abbot of Keral Keep
4 Monastery Swiftspear
4 Foundry Street Denizen
1 Temple of Abandon
1 Forest
4 Wooded Foothills
4 Mana Confluence
10 Mountain
Sideboard
3 Destructive Revelry
3 Roast
2 Searing Blood
1 Goblin Heelcutter
4 Eidolon of the Great Revel
2 Goblin Rabblemaster
"
2015,9,2,Jeskai Midrange,Yuuya Watanabe,https://www.mtgtop8.com/event?e=10489&d=260072&f=ST,"1 Elspeth, Sun's Champion
1 Stoke the Flames
1 Jeskai Charm
2 Dig Through Time
3 Lightning Strike
3 Magma Spray
3 Valorous Stance
4 Ojutai's Command
2 Stormbreath Dragon
3 Hangarback Walker
4 Jace, Vryn's Prodigy
4 Mantis Rider
4 Soulfire Grand Master
1 Mountain
2 Plains
2 Island
3 Temple of Triumph
3 Shivan Reef
3 Temple of Epiphany
3 Battlefield Forge
4 Mystic Monastery
4 Flooded Strand
Sideboard
1 Tragic Arrogance
1 Chandra, Pyromaster
2 Arashin Cleric
2 Anger of the Gods
2 Disdainful Stroke
2 Mastery of the Unseen
1 Negate
2 Revoke Existence
1 Elspeth, Sun's Champion
1 Valorous Stance
"
2015,9,2,Esper Control,Michael Deidolori,https://www.mtgtop8.com/event?e=10489&d=260071&f=ST,"4 Polluted Delta
4 Dismal Backwater
1 Ashiok, Nightmare Weaver
1 Ugin, the Spirit Dragon
1 Ultimate Price
2 Crux of Fate
2 Foul-Tongue Invocation
2 Bile Blight
2 Dissolve
3 Thoughtseize
3 Hero's Downfall
4 Silumgar's Scorn
4 Dig Through Time
1 Silumgar, the Drifting Death
1 Dragonlord Silumgar
3 Dragonlord Ojutai
3 Jace, Vryn's Prodigy
1 Urborg, Tomb of Yawgmoth
1 Flooded Strand
2 Haven of the Spirit Dragon
2 Caves of Koilos
2 Swamp
3 Island
4 Temple of Deceit
4 Temple of Enlightenment
Sideboard
1 Languish
1 Dragonlord's Prerogative
2 Disdainful Stroke
2 Drown in Sorrow
1 Orbs of Warding
1 Perilous Vault
1 Stratus Dancer
1 Ashiok, Nightmare Weaver
1 Ultimate Price
2 Foul-Tongue Invocation
1 Thoughtseize
1 Dragonlord Silumgar
"
2015,9,3,UR Artifacts,Sneaky homunkulus,https://www.mtgtop8.com/event?e=10489&d=260075&f=ST,"3 Springleaf Drum
4 Ensoul Artifact
4 Ghostfire Blade
4 Stubborn Denial
4 Shrapnel Blast
4 Chief of the Foundry
4 Hangarback Walker
4 Whirler Rogue
4 Phyrexian Revoker
4 Ornithopter
1 Tomb of the Spirit Dragon
2 Mountain
4 Swiftwater Cliffs
4 Shivan Reef
4 Darksteel Citadel
6 Island
Sideboard
3 Thopter Spy Network
3 Disdainful Stroke
4 Roast
2 Seismic Rupture
2 Smash to Smithereens
1 Tomb of the Spirit Dragon
"
2015,9,3,Rakdos Dragons,Eliott Boussaud,https://www.mtgtop8.com/event?e=10489&d=260073&f=ST,"1 Outpost Siege
1 Crux of Fate
1 Murderous Cut
2 Magma Spray
2 Bile Blight
4 Thoughtseize
4 Draconic Roar
4 Kolaghan's Command
4 Hero's Downfall
2 Hangarback Walker
2 Kolaghan, the Storm's Fury
4 Stormbreath Dragon
4 Thunderbreak Regent
1 Urborg, Tomb of Yawgmoth
2 Haven of the Spirit Dragon
3 Bloodfell Caves
4 Temple of Malice
4 Bloodstained Mire
5 Swamp
6 Mountain
Sideboard
3 Foul-Tongue Invocation
2 Duress
4 Goblin Rabblemaster
2 Chandra, Pyromaster
2 Anger of the Gods
1 Outpost Siege
1 Crux of Fate
"
2015,9,3,Devotion to Green,CharToYourFace,https://www.mtgtop8.com/event?e=10489&d=260076&f=ST,"3 Crater's Claws
1 Hornet Queen
2 Arbor Colossus
3 Dragonlord Atarka
4 Courser of Kruphix
4 Elvish Mystic
4 Genesis Hydra
4 Polukranos, World Eater
4 Rattleclaw Mystic
4 Sylvan Caryatid
4 Whisperwood Elemental
1 Mountain
4 Wooded Foothills
4 Nykthos, Shrine to Nyx
4 Temple of Abandon
10 Forest
Sideboard
2 Unravel the Aether
2 Plummet
2 Back to Nature
3 Gaea's Revenge
2 Hornet Nest
4 Nylea's Disciple
"
2015,9,3,Bant Heroic,Todd Anderson,https://www.mtgtop8.com/event?e=10489&d=260074&f=ST,"4 Ordeal of Thassa
1 Triton Tactics
2 Valorous Stance
2 Treasure Cruise
4 Gods Willing
4 Dromoka's Command
4 Defiant Strike
1 Monastery Mentor
2 Hangarback Walker
2 Lagonna-Band Trailblazer
4 Hero of Iroas
4 Favored Hoplite
4 Seeker of the Way
1 Island
1 Forest
1 Yavimaya Coast
2 Temple of Plenty
3 Mana Confluence
3 Temple of Enlightenment
3 Plains
4 Windswept Heath
4 Flooded Strand
Sideboard
1 Revoke Existence
1 Stratus Dancer
2 Encase in Ice
2 Ordeal of Heliod
3 Aqueous Form
1 Erase
2 Disdainful Stroke
1 Treasure Cruise
1 Lagonna-Band Trailblazer
1 Island
"
2015,8,1,Hangarback Abzan,Fabrizio Anteri,https://www.mtgtop8.com/event?e=10292&d=258995&f=ST,"4 Windswept Heath
4 Temple of Malady
4 Sandsteppe Citadel
3 Caves of Koilos
3 Forest
3 Llanowar Wastes
2 Plains
1 Temple of Silence
1 Mana Confluence
1 Urborg, Tomb of Yawgmoth
4 Siege Rhino
4 Hangarback Walker
4 Den Protector
4 Anafenza, the Foremost
4 Fleecemane Lion
1 Warden of the First Tree
4 Abzan Charm
4 Dromoka's Command
2 Ultimate Price
1 Hero's Downfall
1 Sorin, Solemn Visitor
1 Ajani, Mentor of Heroes
Sideboard
1 Ultimate Price
2 Tragic Arrogance
1 Glare of Heresy
1 Arashin Cleric
1 Surge of Righteousness
2 Self-Inflicted Wound
1 Tasigur, the Golden Fang
2 Elspeth, Sun's Champion
4 Thoughtseize
"
2015,8,2,Red Deck Wins,Joel Larsson,https://www.mtgtop8.com/event?e=10292&d=258996&f=ST,"21 Mountain
4 Abbot of Keral Keep
4 Monastery Swiftspear
4 Lightning Berserker
3 Firedrinker Satyr
3 Zurgo Bellstriker
4 Wild Slash
4 Stoke the Flames
4 Searing Blood
4 Lightning Strike
4 Exquisite Firecraft
1 Fiery Impulse
Sideboard
2 Chandra, Pyromaster
4 Eidolon of the Great Revel
3 Satyr Firedancer
2 Arc Lightning
4 Roast
"
2015,8,3,UR Artifacts,Mike Sigrist,https://www.mtgtop8.com/event?e=10292&d=258997&f=ST,"6 Island
4 Darksteel Citadel
4 Shivan Reef
4 Temple of Epiphany
1 Mountain
1 Mana Confluence
1 Foundry of the Consuls
4 Chief of the Foundry
4 Whirler Rogue
4 Phyrexian Revoker
4 Ornithopter
4 Hangarback Walker
4 Shrapnel Blast
3 Stubborn Denial
1 Collateral Damage
4 Ghostfire Blade
4 Ensoul Artifact
3 Springleaf Drum
Sideboard
3 Disdainful Stroke
1 Negate
1 Rending Volley
4 Roast
3 Seismic Rupture
3 Thopter Spy Network
"
2015,8,3,Bant Heroics,Todd Anderson,https://www.mtgtop8.com/event?e=10292&d=258999&f=ST,"4 Flooded Strand
4 Windswept Heath
3 Plains
3 Temple of Enlightenment
3 Mana Confluence
2 Temple of Plenty
1 Yavimaya Coast
1 Forest
1 Island
4 Seeker of the Way
4 Favored Hoplite
4 Hero of Iroas
2 Lagonna-Band Trailblazer
2 Hangarback Walker
1 Monastery Mentor
4 Defiant Strike
4 Dromoka's Command
4 Gods Willing
2 Treasure Cruise
2 Valorous Stance
1 Triton Tactics
4 Ordeal of Thassa
Sideboard
1 Island
1 Lagonna-Band Trailblazer
1 Treasure Cruise
2 Disdainful Stroke
1 Erase
3 Aqueous Form
2 Ordeal of Heliod
2 Encase in Ice
1 Stratus Dancer
1 Revoke Existence
"
2015,8,3,Devotion to Gruul,Remy Lachaud,https://www.mtgtop8.com/event?e=10292&d=258998&f=ST,"11 Forest
4 Temple of Abandon
4 Wooded Foothills
3 Nykthos, Shrine to Nyx
1 Mountain
1 Rogue's Passage
4 Dragonlord Atarka
4 Sylvan Caryatid
4 Whisperwood Elemental
4 Elvish Mystic
4 Rattleclaw Mystic
3 Shaman of Forgotten Ways
3 Polukranos, World Eater
3 Genesis Hydra
2 Hornet Queen
1 Arbor Colossus
3 Xenagos, the Reveler
1 Nissa, Worldwaker
Sideboard
1 Arbor Colossus
1 Nissa, Worldwaker
1 Feed the Clan
4 Unravel the Aether
4 Nylea's Disciple
2 Gaea's Revenge
2 Arc Lightning
"
